Enter Number of Loans: 
Enter Loan 1 name: 
Enter Loan 1 Amount: 
Enter the Interest Rate for loan 1 as a percentage: 
Enter the number of years loan 1 will be paid: 

cars20k5yr
+-------------------------------------------------------------------------+
| Month |  Balance  |  Payment  |  Interest  | Towards Loan | New Balance |
|     80|  231789.17|    1792.00|     1496.97|        295.03|    231494.14| 
|     81|  231494.14|    1792.00|     1495.07|        296.93|    231197.20| 
|     82|  231197.20|    1792.00|     1493.15|        298.85|    230898.36| 
|     83|  230898.36|    1792.00|     1491.22|        300.78|    230597.58| 
|     84|  230597.58|    1792.00|     1489.28|        302.72|    230294.86| 
|     85|  230294.86|    1792.00|     1487.32|        304.68|    229990.19| 
|     86|  229990.19|    1792.00|     1485.35|        306.65|    229683.55| 
|     87|  229683.55|    1792.00|     1483.37|        308.63|    229374.92| 
|     88|  229374.92|    1792.00|     1481.38|        310.62|    229064.30| 
|     89|  229064.30|    1792.00|     1479.37|        312.63|    228751.67| 
|     90|  228751.67|    1792.00|     1477.35|        314.65|    228437.03| 
|     91|  228437.03|    1792.00|     1475.32|        316.68|    228120.36| 
|     92|  228120.36|    1792.00|     1473.28|        318.72|    227801.64| 
|     93|  227801.64|    1792.00|     1471.22|        320.78|    227480.86| 
|     94|  227480.86|    1792.00|     1469.15|        322.85|    227158.00| 
|     95|  227158.00|    1792.00|     1467.06|        324.94|    226833.06| 
|     96|  226833.06|    1792.00|     1464.96|        327.04|    226506.03| 
|     97|  226506.03|    1792.00|     1462.85|        329.15|    226176.88| 
|     98|  226176.88|    1792.00|     1460.73|        331.27|    225845.59| 
|     99|  225845.59|    1792.00|     1458.59|        333.41|    225512.19| 
|    100|  225512.19|    1792.00|     1456.43|        335.57|    225176.63| 
|    101|  225176.63|    1792.00|     1454.27|        337.73|    224838.89| 
|    102|  224838.89|    1792.00|     1452.08|        339.92|    224498.97| 
|    103|  224498.97|    1792.00|     1449.89|        342.11|    224156.86| 
|    104|  224156.86|    1792.00|     1447.68|        344.32|    223812.53| 
|    105|  223812.53|    1792.00|     1445.46|        346.54|    223465.98| 
|    106|  223465.98|    1792.00|     1443.22|        348.78|    223117.20| 
|    107|  223117.20|    1792.00|     1440.97|        351.03|    222766.17| 
|    108|  222766.17|    1792.00|     1438.70|        353.30|    222412.88| 
|    109|  222412.88|    1792.00|     1436.42|        355.58|    222057.30| 
|    110|  222057.30|    1792.00|     1434.12|        357.88|    221699.42| 
|    111|  221699.42|    1792.00|     1431.81|        360.19|    221339.23| 
|    112|  221339.23|    1792.00|     1429.48|        362.52|    220976.72| 
|    113|  220976.72|    1792.00|     1427.14|        364.86|    220611.86| 
|    114|  220611.86|    1792.00|     1424.78|        367.22|    220244.64| 
|    115|  220244.64|    1792.00|     1422.41|        369.59|    219875.05| 
|    116|  219875.05|    1792.00|     1420.03|        371.97|    219503.08| 
|    117|  219503.08|    1792.00|     1417.62|        374.38|    219128.70| 
|    118|  219128.70|    1792.00|     1415.21|        376.79|    218751.91| 
|    119|  218751.91|    1792.00|     1412.77|        379.23|    218372.67| 
|    120|  218372.67|    1792.00|     1410.32|        381.68|    217991.00| 
|    121|  217991.00|    1792.00|     1407.86|        384.14|    217606.86| 
|    122|  217606.86|    1792.00|     1405.38|        386.62|    217220.23| 
|    123|  217220.23|    1792.00|     1402.88|        389.12|    216831.11| 
|    124|  216831.11|    1792.00|     1400.37|        391.63|    216439.48| 
|    125|  216439.48|    1792.00|     1397.84|        394.16|    216045.33| 
|    126|  216045.33|    1792.00|     1395.29|        396.71|    215648.63| 
|    127|  215648.63|    1792.00|     1392.73|        399.27|    215249.36| 
|    128|  215249.36|    1792.00|     1390.15|        401.85|    214847.52| 
|    129|  214847.52|    1792.00|     1387.56|        404.44|    214443.08| 
|    130|  214443.08|    1792.00|     1384.94|        407.06|    214036.02| 
|    131|  214036.02|    1792.00|     1382.32|        409.68|    213626.33| 
|    132|  213626.33|    1792.00|     1379.67|        412.33|    213214.00| 
|    133|  213214.00|    1792.00|     1377.01|        414.99|    212799.00| 
|    134|  212799.00|    1792.00|     1374.33|        417.67|    212381.33| 
|    135|  212381.33|    1792.00|     1371.63|        420.37|    211960.95| 
|    136|  211960.95|    1792.00|     1368.91|        423.09|    211537.88| 
|    137|  211537.88|    1792.00|     1366.18|        425.82|    211112.06| 
|    138|  211112.06|    1792.00|     1363.43|        428.57|    210683.50| 
|    139|  210683.50|    1792.00|     1360.66|        431.34|    210252.17| 
|    140|  210252.17|    1792.00|     1357.88|        434.12|    209818.05| 
|    141|  209818.05|    1792.00|     1355.07|        436.93|    209381.13| 
|    142|  209381.13|    1792.00|     1352.25|        439.75|    208941.38| 
|    143|  208941.38|    1792.00|     1349.41|        442.59|    208498.78| 
|    144|  208498.78|    1792.00|     1346.55|        445.45|    208053.33| 
|    145|  208053.33|    1792.00|     1343.68|        448.32|    207605.00| 
|    146|  207605.00|    1792.00|     1340.78|        451.22|    207153.78| 
|    147|  207153.78|    1792.00|     1337.87|        454.13|    206699.66| 
|    148|  206699.66|    1792.00|     1334.94|        457.06|    206242.59| 
|    149|  206242.59|    1792.00|     1331.98|        460.02|    205782.58| 
|    150|  205782.58|    1792.00|     1329.01|        462.99|    205319.59| 
|    151|  205319.59|    1792.00|     1326.02|        465.98|    204853.61| 
|    152|  204853.61|    1792.00|     1323.01|        468.99|    204384.63| 
|    153|  204384.63|    1792.00|     1319.98|        472.02|    203912.61| 
|    154|  203912.61|    1792.00|     1316.94|        475.06|    203437.55| 
|    155|  203437.55|    1792.00|     1313.87|        478.13|    202959.42| 
|    156|  202959.42|    1792.00|     1310.78|        481.22|    202478.20| 
|    157|  202478.20|    1792.00|     1307.67|        484.33|    201993.88| 
|    158|  201993.88|    1792.00|     1304.54|        487.46|    201506.42| 
|    159|  201506.42|    1792.00|     1301.40|        490.60|    201015.81| 
|    160|  201015.81|    1792.00|     1298.23|        493.77|    200522.05| 
|    161|  200522.05|    1792.00|     1295.04|        496.96|    200025.08| 
|    162|  200025.08|    1792.00|     1291.83|        500.17|    199524.91| 
|    163|  199524.91|    1792.00|     1288.60|        503.40|    199021.50| 
|    164|  199021.50|    1792.00|     1285.35|        506.65|    198514.84| 
|    165|  198514.84|    1792.00|     1282.07|        509.93|    198004.92| 
|    166|  198004.92|    1792.00|     1278.78|        513.22|    197491.70| 
|    167|  197491.70|    1792.00|     1275.47|        516.53|    196975.17| 
|    168|  196975.17|    1792.00|     1272.13|        519.87|    196455.30| 
|    169|  196455.30|    1792.00|     1268.77|        523.23|    195932.08| 
|    170|  195932.08|    1792.00|     1265.39|        526.61|    195405.47| 
|    171|  195405.47|    1792.00|     1261.99|        530.01|    194875.47| 
|    172|  194875.47|    1792.00|     1258.57|        533.43|    194342.05| 
|    173|  194342.05|    1792.00|     1255.13|        536.87|    193805.17| 
|    174|  193805.17|    1792.00|     1251.66|        540.34|    193264.83| 
|    175|  193264.83|    1792.00|     1248.17|        543.83|    192721.00| 
|    176|  192721.00|    1792.00|     1244.66|        547.34|    192173.66| 
|    177|  192173.66|    1792.00|     1241.12|        550.88|    191622.78| 
|    178|  191622.78|    1792.00|     1237.56|        554.44|    191068.34| 
|    179|  191068.34|    1792.00|     1233.98|        558.02|    190510.33| 
|    180|  190510.33|    1792.00|     1230.38|        561.62|    189948.70| 
|    181|  189948.70|    1792.00|     1226.75|        565.25|    189383.45| 
|    182|  189383.45|    1792.00|     1223.10|        568.90|    188814.55| 
|    183|  188814.55|    1792.00|     1219.43|        572.57|    188241.97| 
|    184|  188241.97|    1792.00|     1215.73|        576.27|    187665.70| 
|    185|  187665.70|    1792.00|     1212.01|        579.99|    187085.70| 
|    186|  187085.70|    1792.00|     1208.26|        583.74|    186501.97| 
|    187|  186501.97|    1792.00|     1204.49|        587.51|    185914.45| 
|    188|  185914.45|    1792.00|     1200.70|        591.30|    185323.16| 
|    189|  185323.16|    1792.00|     1196.88|        595.12|    184728.03| 
|    190|  184728.03|    1792.00|     1193.04|        598.96|    184129.06| 
|    191|  184129.06|    1792.00|     1189.17|        602.83|    183526.23| 
|    192|  183526.23|    1792.00|     1185.27|        606.73|    182919.52| 
|    193|  182919.52|    1792.00|     1181.36|        610.64|    182308.88| 
|    194|  182308.88|    1792.00|     1177.41|        614.59|    181694.28| 
|    195|  181694.28|    1792.00|     1173.44|        618.56|    181075.72| 
|    196|  181075.72|    1792.00|     1169.45|        622.55|    180453.17| 
|    197|  180453.17|    1792.00|     1165.43|        626.57|    179826.59| 
|    198|  179826.59|    1792.00|     1161.38|        630.62|    179195.97| 
|    199|  179195.97|    1792.00|     1157.31|        634.69|    178561.28| 
|    200|  178561.28|    1792.00|     1153.21|        638.79|    177922.48| 
|    201|  177922.48|    1792.00|     1149.08|        642.92|    177279.56| 
|    202|  177279.56|    1792.00|     1144.93|        647.07|    176632.50| 
|    203|  176632.50|    1792.00|     1140.75|        651.25|    175981.25| 
|    204|  175981.25|    1792.00|     1136.55|        655.45|    175325.80| 
|    205|  175325.80|    1792.00|     1132.31|        659.69|    174666.11| 
|    206|  174666.11|    1792.00|     1128.05|        663.95|    174002.16| 
|    207|  174002.16|    1792.00|     1123.76|        668.24|    173333.92| 
|    208|  173333.92|    1792.00|     1119.45|        672.55|    172661.38| 
|    209|  172661.38|    1792.00|     1115.10|        676.90|    171984.48| 
|    210|  171984.48|    1792.00|     1110.73|        681.27|    171303.22| 
|    211|  171303.22|    1792.00|     1106.33|        685.67|    170617.55| 
|    212|  170617.55|    1792.00|     1101.91|        690.09|    169927.45| 
|    213|  169927.45|    1792.00|     1097.45|        694.55|    169232.91| 
|    214|  169232.91|    1792.00|     1092.96|        699.04|    168533.88| 
|    215|  168533.88|    1792.00|     1088.45|        703.55|    167830.33| 
|    216|  167830.33|    1792.00|     1083.90|        708.10|    167122.23| 
|    217|  167122.23|    1792.00|     1079.33|        712.67|    166409.56| 
|    218|  166409.56|    1792.00|     1074.73|        717.27|    165692.30| 
|    219|  165692.30|    1792.00|     1070.10|        721.90|    164970.39| 
|    220|  164970.39|    1792.00|     1065.43|        726.57|    164243.83| 
|    221|  164243.83|    1792.00|     1060.74|        731.26|    163512.56| 
|    222|  163512.56|    1792.00|     1056.02|        735.98|    162776.58| 
|    223|  162776.58|    1792.00|     1051.27|        740.73|    162035.84| 
|    224|  162035.84|    1792.00|     1046.48|        745.52|    161290.33| 
|    225|  161290.33|    1792.00|     1041.67|        750.33|    160540.00| 
|    226|  160540.00|    1792.00|     1036.82|        755.18|    159784.83| 
|    227|  159784.83|    1792.00|     1031.94|        760.06|    159024.77| 
|    228|  159024.77|    1792.00|     1027.03|        764.97|    158259.80| 
|    229|  158259.80|    1792.00|     1022.09|        769.91|    157489.89| 
|    230|  157489.89|    1792.00|     1017.12|        774.88|    156715.02| 
|    231|  156715.02|    1792.00|     1012.12|        779.88|    155935.14| 
|    232|  155935.14|    1792.00|     1007.08|        784.92|    155150.22| 
|    233|  155150.22|    1792.00|     1002.01|        789.99|    154360.23| 
|    234|  154360.23|    1792.00|      996.91|        795.09|    153565.14| 
|    235|  153565.14|    1792.00|      991.77|        800.23|    152764.92| 
|    236|  152764.92|    1792.00|      986.61|        805.39|    151959.53| 
|    237|  151959.53|    1792.00|      981.41|        810.59|    151148.94| 
|    238|  151148.94|    1792.00|      976.17|        815.83|    150333.11| 
|    239|  150333.11|    1792.00|      970.90|        821.10|    149512.02| 
|    240|  149512.02|    1792.00|      965.60|        826.40|    148685.61| 
|    241|  148685.61|    1792.00|      960.26|        831.74|    147853.88| 
|    242|  147853.88|    1792.00|      954.89|        837.11|    147016.77| 
|    243|  147016.77|    1792.00|      949.48|        842.52|    146174.25| 
|    244|  146174.25|    1792.00|      944.04|        847.96|    145326.30| 
|    245|  145326.30|    1792.00|      938.57|        853.43|    144472.86| 
|    246|  144472.86|    1792.00|      933.05|        858.95|    143613.91| 
|    247|  143613.91|    1792.00|      927.51|        864.49|    142749.41| 
|    248|  142749.41|    1792.00|      921.92|        870.08|    141879.33| 
|    249|  141879.33|    1792.00|      916.30|        875.70|    141003.63| 
|    250|  141003.63|    1792.00|      910.65|        881.35|    140122.27| 
|    251|  140122.27|    1792.00|      904.96|        887.04|    139235.22| 
|    252|  139235.22|    1792.00|      899.23|        892.77|    138342.45| 
|    253|  138342.45|    1792.00|      893.46|        898.54|    137443.92| 
|    254|  137443.92|    1792.00|      887.66|        904.34|    136539.58| 
|    255|  136539.58|    1792.00|      881.82|        910.18|    135629.39| 
|    256|  135629.39|    1792.00|      875.94|        916.06|    134713.33| 
|    257|  134713.33|    1792.00|      870.02|        921.98|    133791.36| 
|    258|  133791.36|    1792.00|      864.07|        927.93|    132863.42| 
|    259|  132863.42|    1792.00|      858.08|        933.92|    131929.50| 
|    260|  131929.50|    1792.00|      852.04|        939.96|    130989.55| 
|    261|  130989.55|    1792.00|      845.97|        946.03|    130043.52| 
|    262|  130043.52|    1792.00|      839.86|        952.14|    129091.39| 
|    263|  129091.39|    1792.00|      833.72|        958.28|    128133.11| 
|    264|  128133.11|    1792.00|      827.53|        964.47|    127168.63| 
|    265|  127168.63|    1792.00|      821.30|        970.70|    126197.93| 
|    266|  126197.93|    1792.00|      815.03|        976.97|    125220.96| 
|    267|  125220.96|    1792.00|      808.72|        983.28|    124237.68| 
|    268|  124237.68|    1792.00|      802.37|        989.63|    123248.05| 
|    269|  123248.05|    1792.00|      795.98|        996.02|    122252.02| 
|    270|  122252.02|    1792.00|      789.54|       1002.46|    121249.57| 
|    271|  121249.57|    1792.00|      783.07|       1008.93|    120240.64| 
|    272|  120240.64|    1792.00|      776.55|       1015.45|    119225.20| 
|    273|  119225.20|    1792.00|      770.00|       1022.00|    118203.19| 
|    274|  118203.19|    1792.00|      763.40|       1028.60|    117174.59| 
|    275|  117174.59|    1792.00|      756.75|       1035.25|    116139.34| 
|    276|  116139.34|    1792.00|      750.07|       1041.93|    115097.41| 
|    277|  115097.41|    1792.00|      743.34|       1048.66|    114048.74| 
|    278|  114048.74|    1792.00|      736.56|       1055.44|    112993.30| 
|    279|  112993.30|    1792.00|      729.75|       1062.25|    111931.05| 
|    280|  111931.05|    1792.00|      722.89|       1069.11|    110861.95| 
|    281|  110861.95|    1792.00|      715.98|       1076.02|    109785.93| 
|    282|  109785.93|    1792.00|      709.03|       1082.97|    108702.96| 
|    283|  108702.96|    1792.00|      702.04|       1089.96|    107613.00| 
|    284|  107613.00|    1792.00|      695.00|       1097.00|    106516.00| 
|    285|  106516.00|    1792.00|      687.92|       1104.08|    105411.91| 
|    286|  105411.91|    1792.00|      680.79|       1111.21|    104300.70| 
|    287|  104300.70|    1792.00|      673.61|       1118.39|    103182.31| 
|    288|  103182.31|    1792.00|      666.39|       1125.61|    102056.70| 
|    289|  102056.70|    1792.00|      659.12|       1132.88|    100923.81| 
|    290|  100923.81|    1792.00|      651.80|       1140.20|     99783.61| 
|    291|   99783.61|    1792.00|      644.44|       1147.56|     98636.05| 
|    292|   98636.05|    1792.00|      637.02|       1154.98|     97481.07| 
|    293|   97481.07|    1792.00|      629.57|       1162.43|     96318.63| 
|    294|   96318.63|    1792.00|      622.06|       1169.94|     95148.69| 
|    295|   95148.69|    1792.00|      614.50|       1177.50|     93971.19| 
|    296|   93971.19|    1792.00|      606.90|       1185.10|     92786.09| 
|    297|   92786.09|    1792.00|      599.24|       1192.76|     91593.33| 
|    298|   91593.33|    1792.00|      591.54|       1200.46|     90392.87| 
|    299|   90392.87|    1792.00|      583.79|       1208.21|     89184.66| 
|    300|   89184.66|    1792.00|      575.98|       1216.02|     87968.64| 
|    301|   87968.64|    1792.00|      568.13|       1223.87|     86744.77| 
|    302|   86744.77|    1792.00|      560.23|       1231.77|     85513.00| 
|    303|   85513.00|    1792.00|      552.27|       1239.73|     84273.27| 
|    304|   84273.27|    1792.00|      544.26|       1247.74|     83025.54| 
|    305|   83025.54|    1792.00|      536.21|       1255.79|     81769.74| 
|    306|   81769.74|    1792.00|      528.10|       1263.90|     80505.84| 
|    307|   80505.84|    1792.00|      519.93|       1272.07|     79233.77| 
|    308|   79233.77|    1792.00|      511.72|       1280.28|     77953.48| 
|    309|   77953.48|    1792.00|      503.45|       1288.55|     76664.94| 
|    310|   76664.94|    1792.00|      495.13|       1296.87|     75368.06| 
|    311|   75368.06|    1792.00|      486.75|       1305.25|     74062.81| 
|    312|   74062.81|    1792.00|      478.32|       1313.68|     72749.13| 
|    313|   72749.13|    1792.00|      469.84|       1322.16|     71426.97| 
|    314|   71426.97|    1792.00|      461.30|       1330.70|     70096.27| 
|    315|   70096.27|    1792.00|      452.71|       1339.29|     68756.97| 
|    316|   68756.97|    1792.00|      444.06|       1347.94|     67409.02| 
|    317|   67409.02|    1792.00|      435.35|       1356.65|     66052.38| 
|    318|   66052.38|    1792.00|      426.59|       1365.41|     64686.96| 
|    319|   64686.96|    1792.00|      417.77|       1374.23|     63312.73| 
|    320|   63312.73|    1792.00|      408.89|       1383.11|     61929.63| 
|    321|   61929.63|    1792.00|      399.96|       1392.04|     60537.59| 
|    322|   60537.59|    1792.00|      390.97|       1401.03|     59136.56| 
|    323|   59136.56|    1792.00|      381.92|       1410.08|     57726.48| 
|    324|   57726.48|    1792.00|      372.82|       1419.18|     56307.30| 
|    325|   56307.30|    1792.00|      363.65|       1428.35|     54878.95| 
|    326|   54878.95|    1792.00|      354.43|       1437.57|     53441.38| 
|    327|   53441.38|    1792.00|      345.14|       1446.86|     51994.52| 
|    328|   51994.52|    1792.00|      335.80|       1456.20|     50538.32| 
|    329|   50538.32|    1792.00|      326.39|       1465.61|     49072.71| 
|    330|   49072.71|    1792.00|      316.93|       1475.07|     47597.64| 
|    331|   47597.64|    1792.00|      307.40|       1484.60|     46113.04| 
|    332|   46113.04|    1792.00|      297.81|       1494.19|     44618.86| 
|    333|   44618.86|    1792.00|      288.16|       1503.84|     43115.02| 
|    334|   43115.02|    1792.00|      278.45|       1513.55|     41601.47| 
|    335|   41601.47|    1792.00|      268.68|       1523.32|     40078.14| 
|    336|   40078.14|    1792.00|      258.84|       1533.16|     38544.98| 
|    337|   38544.98|    1792.00|      248.94|       1543.06|     37001.92| 
|    338|   37001.92|    1792.00|      238.97|       1553.03|     35448.89| 
|    339|   35448.89|    1792.00|      228.94|       1563.06|     33885.83| 
|    340|   33885.83|    1792.00|      218.85|       1573.15|     32312.68| 
|    341|   32312.68|    1792.00|      208.69|       1583.31|     30729.36| 
|    342|   30729.36|    1792.00|      198.46|       1593.54|     29135.82| 
|    343|   29135.82|    1792.00|      188.17|       1603.83|     27531.99| 
|    344|   27531.99|    1792.00|      177.81|       1614.19|     25917.80| 
|    345|   25917.80|    1792.00|      167.39|       1624.61|     24293.19| 
|    346|   24293.19|    1792.00|      156.89|       1635.11|     22658.08| 
|    347|   22658.08|    1792.00|      146.33|       1645.67|     21012.42| 
|    348|   21012.42|    1792.00|      135.71|       1656.29|     19356.12| 
|    349|   19356.12|    1792.00|      125.01|       1666.99|     17689.13| 
|    350|   17689.13|    1792.00|      114.24|       1677.76|     16011.37| 
|    351|   16011.37|    1792.00|      103.41|       1688.59|     14322.78| 
|    352|   14322.78|    1792.00|       92.50|       1699.50|     12623.28| 
|    353|   12623.28|    1792.00|       81.53|       1710.47|     10912.80| 
|    354|   10912.80|    1792.00|       70.48|       1721.52|      9191.28| 
|    355|    9191.28|    1792.00|       59.36|       1732.64|      7458.64| 
|    356|    7458.64|    1792.00|       48.17|       1743.83|      5714.81| 
|    357|    5714.81|    1792.00|       36.91|       1755.09|      3959.72| 
|    358|    3959.72|    1792.00|       25.57|       1766.43|      2193.29| 
|    359|    2193.29|    1792.00|       14.17|       1777.83|       415.46| 
|    360|     415.46|     418.14|        2.68|        415.46|         0.00| 
+-------------------------------------------------------------------------+
Total Interest Paid in loan house250k30year: $393746.13
Total paid over loan house250k30year's period: $643746.13
View report separately here: C:/Users/12589/OneDrive/Desktop/Lab 1 output folder/house250k30year.txt
